value,area,urban,gender
351,"Тюменская область","Городское и сельское население","Оба пола"
123,"Тюменская область","Городское и сельское население",Мужчины
228,"Тюменская область","Городское и сельское население",Женщины
260,"Тюменская область","Городское население","Оба пола"
91,"Тюменская область","Городское население",Мужчины
169,"Тюменская область","Городское население",Женщины
91,"Тюменская область","Сельское население","Оба пола"
32,"Тюменская область","Сельское население",Мужчины
59,"Тюменская область","Сельское население",Женщины
114,"Ханты-Мансийский автономный округ — Югра","Городское и сельское население","Оба пола"
35,"Ханты-Мансийский автономный округ — Югра","Городское и сельское население",Мужчины
79,"Ханты-Мансийский автономный округ — Югра","Городское и сельское население",Женщины
100,"Ханты-Мансийский автономный округ — Югра","Городское население","Оба пола"
30,"Ханты-Мансийский автономный округ — Югра","Городское население",Мужчины
70,"Ханты-Мансийский автономный округ — Югра","Городское население",Женщины
14,"Ханты-Мансийский автономный округ — Югра","Сельское население","Оба пола"
5,"Ханты-Мансийский автономный округ — Югра","Сельское население",Мужчины
9,"Ханты-Мансийский автономный округ — Югра","Сельское население",Женщины
73,"Ямало-Ненецкий автономный округ","Городское и сельское население","Оба пола"
22,"Ямало-Ненецкий автономный округ","Городское и сельское население",Мужчины
51,"Ямало-Ненецкий автономный округ","Городское и сельское население",Женщины
46,"Ямало-Ненецкий автономный округ","Городское население","Оба пола"
13,"Ямало-Ненецкий автономный округ","Городское население",Мужчины
33,"Ямало-Ненецкий автономный округ","Городское население",Женщины
27,"Ямало-Ненецкий автономный округ","Сельское население","Оба пола"
9,"Ямало-Ненецкий автономный округ","Сельское население",Мужчины
18,"Ямало-Ненецкий автономный округ","Сельское население",Женщины
212,"Челябинская область","Городское и сельское население","Оба пола"
74,"Челябинская область","Городское и сельское население",Мужчины
138,"Челябинская область","Городское и сельское население",Женщины
183,"Челябинская область","Городское население","Оба пола"
60,"Челябинская область","Городское население",Мужчины
123,"Челябинская область","Городское население",Женщины
29,"Челябинская область","Сельское население","Оба пола"
14,"Челябинская область","Сельское население",Мужчины
15,"Челябинская область","Сельское население",Женщины
1538,"Сибирский федеральный округ","Городское и сельское население","Оба пола"
575,"Сибирский федеральный округ","Городское и сельское население",Мужчины
963,"Сибирский федеральный округ","Городское и сельское население",Женщины
1197,"Сибирский федеральный округ","Городское население","Оба пола"
463,"Сибирский федеральный округ","Городское население",Мужчины
734,"Сибирский федеральный округ","Городское население",Женщины
341,"Сибирский федеральный округ","Сельское население","Оба пола"
112,"Сибирский федеральный округ","Сельское население",Мужчины
229,"Сибирский федеральный округ","Сельское население",Женщины
75,"Республика Алтай","Городское и сельское население","Оба пола"
28,"Республика Алтай","Городское и сельское население",Мужчины
47,"Республика Алтай","Городское и сельское население",Женщины
41,"Республика Алтай","Городское население","Оба пола"
17,"Республика Алтай","Городское население",Мужчины
24,"Республика Алтай","Городское население",Женщины
34,"Республика Алтай","Сельское население","Оба пола"
11,"Республика Алтай","Сельское население",Мужчины
23,"Республика Алтай","Сельское население",Женщины
103,"Республика Бурятия","Городское и сельское население","Оба пола"
39,"Республика Бурятия","Городское и сельское население",Мужчины
64,"Республика Бурятия","Городское и сельское население",Женщины
57,"Республика Бурятия","Городское население","Оба пола"
22,"Республика Бурятия","Городское население",Мужчины
35,"Республика Бурятия","Городское население",Женщины
46,"Республика Бурятия","Сельское население","Оба пола"
17,"Республика Бурятия","Сельское население",Мужчины
29,"Республика Бурятия","Сельское население",Женщины
72,"Республика Тыва","Городское и сельское население","Оба пола"
25,"Республика Тыва","Городское и сельское население",Мужчины
47,"Республика Тыва","Городское и сельское население",Женщины
36,"Республика Тыва","Городское население","Оба пола"
15,"Республика Тыва","Городское население",Мужчины
21,"Республика Тыва","Городское население",Женщины
36,"Республика Тыва","Сельское население","Оба пола"
10,"Республика Тыва","Сельское население",Мужчины
26,"Республика Тыва","Сельское население",Женщины
22,"Республика Хакасия","Городское и сельское население","Оба пола"
2,"Республика Хакасия","Городское и сельское население",Мужчины
20,"Республика Хакасия","Городское и сельское население",Женщины
10,"Республика Хакасия","Городское население","Оба пола"
2,"Республика Хакасия","Городское население",Мужчины
8,"Республика Хакасия","Городское население",Женщины
12,"Республика Хакасия","Сельское население","Оба пола"
-,"Республика Хакасия","Сельское население",Мужчины
12,"Республика Хакасия","Сельское население",Женщины
189,"Алтайский край","Городское и сельское население","Оба пола"
82,"Алтайский край","Городское и сельское население",Мужчины
107,"Алтайский край","Городское и сельское население",Женщины
151,"Алтайский край","Городское население","Оба пола"
67,"Алтайский край","Городское население",Мужчины
84,"Алтайский край","Городское население",Женщины
38,"Алтайский край","Сельское население","Оба пола"
15,"Алтайский край","Сельское население",Мужчины
23,"Алтайский край","Сельское население",Женщины
62,"Забайкальский край ","Городское и сельское население","Оба пола"
22,"Забайкальский край ","Городское и сельское население",Мужчины
40,"Забайкальский край ","Городское и сельское население",Женщины
55,"Забайкальский край ","Городское население","Оба пола"
21,"Забайкальский край ","Городское население",Мужчины
34,"Забайкальский край ","Городское население",Женщины
7,"Забайкальский край ","Сельское население","Оба пола"
1,"Забайкальский край ","Сельское население",Мужчины
6,"Забайкальский край ","Сельское население",Женщины
196,"Красноярский край ","Городское и сельское население","Оба пола"
71,"Красноярский край ","Городское и сельское население",Мужчины
125,"Красноярский край ","Городское и сельское население",Женщины
157,"Красноярский край ","Городское население","Оба пола"
58,"Красноярский край ","Городское население",Мужчины
99,"Красноярский край ","Городское население",Женщины
39,"Красноярский край ","Сельское население","Оба пола"
13,"Красноярский край ","Сельское население",Мужчины
26,"Красноярский край ","Сельское население",Женщины
130,"Иркутская область ","Городское и сельское население","Оба пола"
37,"Иркутская область ","Городское и сельское население",Мужчины
93,"Иркутская область ","Городское и сельское население",Женщины
103,"Иркутская область ","Городское население","Оба пола"
34,"Иркутская область ","Городское население",Мужчины
69,"Иркутская область ","Городское население",Женщины
27,"Иркутская область ","Сельское население","Оба пола"
3,"Иркутская область ","Сельское население",Мужчины
24,"Иркутская область ","Сельское население",Женщины
147,"Кемеровская область","Городское и сельское население","Оба пола"
56,"Кемеровская область","Городское и сельское население",Мужчины
91,"Кемеровская область","Городское и сельское население",Женщины
129,"Кемеровская область","Городское население","Оба пола"
50,"Кемеровская область","Городское население",Мужчины
79,"Кемеровская область","Городское население",Женщины
18,"Кемеровская область","Сельское население","Оба пола"
6,"Кемеровская область","Сельское население",Мужчины
12,"Кемеровская область","Сельское население",Женщины
164,"Новосибирская область","Городское и сельское население","Оба пола"
67,"Новосибирская область","Городское и сельское население",Мужчины
97,"Новосибирская область","Городское и сельское население",Женщины
131,"Новосибирская область","Городское население","Оба пола"
55,"Новосибирская область","Городское население",Мужчины
76,"Новосибирская область","Городское население",Женщины
33,"Новосибирская область","Сельское население","Оба пола"
12,"Новосибирская область","Сельское население",Мужчины
21,"Новосибирская область","Сельское население",Женщины
162,"Омская область","Городское и сельское население","Оба пола"
63,"Омская область","Городское и сельское население",Мужчины
99,"Омская область","Городское и сельское население",Женщины
138,"Омская область","Городское население","Оба пола"
51,"Омская область","Городское население",Мужчины
87,"Омская область","Городское население",Женщины
24,"Омская область","Сельское население","Оба пола"
12,"Омская область","Сельское население",Мужчины
12,"Омская область","Сельское население",Женщины
216,"Томская область","Городское и сельское население","Оба пола"
83,"Томская область","Городское и сельское население",Мужчины
133,"Томская область","Городское и сельское население",Женщины
189,"Томская область","Городское население","Оба пола"
71,"Томская область","Городское население",Мужчины
118,"Томская область","Городское население",Женщины
27,"Томская область","Сельское население","Оба пола"
12,"Томская область","Сельское население",Мужчины
15,"Томская область","Сельское население",Женщины
895,"Дальневосточный федеральный округ","Городское и сельское население","Оба пола"
327,"Дальневосточный федеральный округ","Городское и сельское население",Мужчины
568,"Дальневосточный федеральный округ","Городское и сельское население",Женщины
709,"Дальневосточный федеральный округ","Городское население","Оба пола"
262,"Дальневосточный федеральный округ","Городское население",Мужчины
447,"Дальневосточный федеральный округ","Городское население",Женщины
186,"Дальневосточный федеральный округ","Сельское население","Оба пола"
65,"Дальневосточный федеральный округ","Сельское население",Мужчины
121,"Дальневосточный федеральный округ","Сельское население",Женщины
144,"Республика Саха (Якутия)","Городское и сельское население","Оба пола"
48,"Республика Саха (Якутия)","Городское и сельское население",Мужчины
96,"Республика Саха (Якутия)","Городское и сельское население",Женщины
82,"Республика Саха (Якутия)","Городское население","Оба пола"
31,"Республика Саха (Якутия)","Городское население",Мужчины
51,"Республика Саха (Якутия)","Городское население",Женщины
62,"Республика Саха (Якутия)","Сельское население","Оба пола"
17,"Республика Саха (Якутия)","Сельское население",Мужчины
45,"Республика Саха (Якутия)","Сельское население",Женщины
94,"Камчатский край ","Городское и сельское население","Оба пола"
33,"Камчатский край ","Городское и сельское население",Мужчины
61,"Камчатский край ","Городское и сельское население",Женщины
68,"Камчатский край ","Городское население","Оба пола"
27,"Камчатский край ","Городское население",Мужчины
41,"Камчатский край ","Городское население",Женщины
26,"Камчатский край ","Сельское население","Оба пола"
6,"Камчатский край ","Сельское население",Мужчины
20,"Камчатский край ","Сельское население",Женщины
193,"Приморский край","Городское и сельское население","Оба пола"
78,"Приморский край","Городское и сельское население",Мужчины
115,"Приморский край","Городское и сельское население",Женщины
161,"Приморский край","Городское население","Оба пола"
64,"Приморский край","Городское население",Мужчины
97,"Приморский край","Городское население",Женщины
32,"Приморский край","Сельское население","Оба пола"
14,"Приморский край","Сельское население",Мужчины
18,"Приморский край","Сельское население",Женщины
153,"Хабаровский край","Городское и сельское население","Оба пола"
53,"Хабаровский край","Городское и сельское население",Мужчины
100,"Хабаровский край","Городское и сельское население",Женщины
141,"Хабаровский край","Городское население","Оба пола"
50,"Хабаровский край","Городское население",Мужчины
91,"Хабаровский край","Городское население",Женщины
12,"Хабаровский край","Сельское население","Оба пола"
3,"Хабаровский край","Сельское население",Мужчины
9,"Хабаровский край","Сельское население",Женщины
88,"Амурская область","Городское и сельское население","Оба пола"
37,"Амурская область","Городское и сельское население",Мужчины
51,"Амурская область","Городское и сельское население",Женщины
73,"Амурская область","Городское население","Оба пола"
30,"Амурская область","Городское население",Мужчины
43,"Амурская область","Городское население",Женщины
15,"Амурская область","Сельское население","Оба пола"
7,"Амурская область","Сельское население",Мужчины
8,"Амурская область","Сельское население",Женщины
51,"Магаданская область","Городское и сельское население","Оба пола"
20,"Магаданская область","Городское и сельское население",Мужчины
31,"Магаданская область","Городское и сельское население",Женщины
49,"Магаданская область","Городское население","Оба пола"
19,"Магаданская область","Городское население",Мужчины
30,"Магаданская область","Городское население",Женщины
2,"Магаданская область","Сельское население","Оба пола"
1,"Магаданская область","Сельское население",Мужчины
1,"Магаданская область","Сельское население",Женщины
114,"Сахалинская область","Городское и сельское население","Оба пола"
37,"Сахалинская область","Городское и сельское население",Мужчины
77,"Сахалинская область","Городское и сельское население",Женщины
87,"Сахалинская область","Городское население","Оба пола"
25,"Сахалинская область","Городское население",Мужчины
62,"Сахалинская область","Городское население",Женщины
27,"Сахалинская область","Сельское население","Оба пола"
12,"Сахалинская область","Сельское население",Мужчины
15,"Сахалинская область","Сельское население",Женщины
35,"Еврейская автономная область","Городское и сельское население","Оба пола"
15,"Еврейская автономная область","Городское и сельское население",Мужчины
20,"Еврейская автономная область","Городское и сельское население",Женщины
29,"Еврейская автономная область","Городское население","Оба пола"
11,"Еврейская автономная область","Городское население",Мужчины
18,"Еврейская автономная область","Городское население",Женщины
6,"Еврейская автономная область","Сельское население","Оба пола"
4,"Еврейская автономная область","Сельское население",Мужчины
2,"Еврейская автономная область","Сельское население",Женщины
23,"Чукотский автономный округ","Городское и сельское население","Оба пола"
6,"Чукотский автономный округ","Городское и сельское население",Мужчины
17,"Чукотский автономный округ","Городское и сельское население",Женщины
19,"Чукотский автономный округ","Городское население","Оба пола"
5,"Чукотский автономный округ","Городское население",Мужчины
14,"Чукотский автономный округ","Городское население",Женщины
4,"Чукотский автономный округ","Сельское население","Оба пола"
1,"Чукотский автономный округ","Сельское население",Мужчины
3,"Чукотский автономный округ","Сельское население",Женщины
